Source,Target,Weight
reserve-protocol,dent,0.0
bora-ecosystem,dent,0.0
telcoin,dent,0.0
ocean-protocol,dent,0.0
celsius,dent,0.0
polymath-network,dent,0.0
wax,dent,0.0
digibyte,dent,0.0
livepeer,dent,0.0
lisk,dent,0.0
rif,dent,0.0
zencash,dent,0.0
aelf,dent,0.0
stasis-eurs,dent,0.0
rlc,dent,0.0
constellation,dent,0.0
origintrail,dent,0.0
coinextoken,dent,0.0
republic-protocol,dent,0.0
syscoin,dent,0.0
numeraire,dent,0.0
nano,dent,0.0
ethos,dent,0.0
function-x,dent,0.0
medibloc,dent,0.0
status,dent,0.0
celer-network,dent,0.0
ergo,dent,0.0
mass-vehicle-ledger,dent,0.0
aragon,dent,0.0
ontology-gas,dent,0.0
orbs,dent,0.0
humanscape,dent,0.0
ardor,dent,0.0
steem,dent,0.0
civic,dent,0.0
mir,dent,0.0
everipedia,dent,0.0
zeon,dent,0.0
vethor-token,dent,0.0
ceek-vr,dent,0.0
power-ledger,dent,0.0
stratis,dent,0.0
abbc-foundation,dent,0.0
request-network,dent,0.0
xyo-network,dent,0.0
rsk,dent,0.0
metal,dent,0.0
covalent,dent,0.0
gxchain,dent,0.0
bancor,dent,0.0
funfair,dent,0.0
quarkchain,dent,0.0
morpheus-network,dent,0.0
nkn,dent,0.0
kyber-network,dent,0.0
storm,dent,0.0
veritaseum,dent,0.0
maidsafecoin,dent,0.0
augur,dent,0.0
selfkey,dent,0.0
hxro,dent,0.0
ark,dent,0.0
mxc,dent,0.0
monaco,dent,0.0
irisnet,dent,0.0
whitecoin,dent,0.0
aergo,dent,0.0
bytom,dent,0.0
storj,dent,0.0
meta,dent,0.0
moviebloc,dent,0.0
wanchain,dent,0.0
mainframe,dent,0.0
dero,dent,0.0
cortex,dent,0.0
telos-blockchain-network,dent,0.0
verge,dent,0.0
utrust,dent,0.0
uquid-coin,dent,0.0
revain,dent,0.0
thundercore,dent,0.0
loom-network,dent,0.0
lto-network,dent,0.0
gas,dent,0.0
electroneum,dent,0.0
hyperion,dent,0.0
measurable-data-token,dent,0.0
ethlend,dent,0.0
lition,dent,0.0
mossland,dent,0.0
gifto,dent,0.0
stox,dent,0.0
chronobank,dent,0.0
sonm,dent,0.0
bitmax-token,dent,0.0
travala,dent,0.0
komodo,dent,0.0
steem-dollars,dent,0.0
melon,dent,0.0
bluzelle,dent,0.0
groestlcoin,dent,0.0
tomochain,dent,0.0
bitcoin-diamond,dent,0.0
monacoin,dent,0.0
bitshares,dent,0.0
tpt,dent,0.0
refereum,dent,0.0
v-id,dent,0.0
aeternity,dent,0.0
streamr-datacoin,dent,0.0
pivx,dent,0.0
neblio,dent,0.0
bitcoin,status,0.0
ethereum,status,0.0
tether,status,0.0
binance-coin,status,0.0
usd-coin,status,0.0
ripple,status,0.0
okb,status,0.0
cardano,status,0.0
dogecoin,status,0.0
matic-network,status,0.0
litecoin,status,0.0
tron,status,0.0
wrapped-bitcoin,status,0.0
dai,status,0.0
phx,status,0.0
cosmos,status,0.0
chainlink,status,0.0
unus-sed-leo,status,0.0
ethereum-classic,status,0.0
monero,status,0.0
bitcoin-cash,status,0.0
stellar,status,0.8040847737089356
qnt,status,0.0
cro,status,0.0
vet,status,0.0
dfn,status,0.0
eos,status,0.0
decentraland,status,0.0
fantom,status,0.0
tezos,status,0.0
theta-token,status,0.0
blockstack,status,0.0
maker,status,0.0
neo,status,0.0
kucoin-shares,status,0.0
huobi-token,status,0.0
havven,status,0.0
trueusd,status,0.0
bitcoin-cash-sv,status,0.0
dash,status,0.0
gatechain,status,0.0
gusd,status,0.0
moonx,status,0.0
cotrader,status,0.0
zcash,status,0.0
enjin-coin,status,0.0
zilliqa,status,0.0
loopring,status,0.0
xinfin-network,status,0.0
basic-attention-token,status,0.0
nem,status,0.0
nexo,status,0.0
holo,status,0.0
decred,status,0.0
thetafuel,status,0.0
qtum,status,0.0
ravencoin,status,0.0
bitcoin-gold,status,0.0
fetch-ai,status,0.0
ankr-network,status,0.0
blox,status,0.0
gnosis-gno,status,0.0
iostoken,status,0.0
golem-network-tokens,status,0.0
iotex,status,0.0
waves,status,0.0
eur-tether,status,0.0
omisego,status,0.0
0x,status,0.0
icon,status,0.0
siacoin,status,0.0
zelcash,status,0.0
ontology,status,0.0
swissborg,status,0.0
mxtoken,status,0.0
reserve-protocol,status,0.0
bora-ecosystem,status,0.0
telcoin,status,0.0
ocean-protocol,status,0.0
celsius,status,0.0
polymath-network,status,0.0
wax,status,0.0
digibyte,status,0.0
livepeer,status,0.0
lisk,status,0.0
rif,status,0.0
zencash,status,0.0
aelf,status,0.0
stasis-eurs,status,0.0
rlc,status,0.0
constellation,status,0.0
origintrail,status,0.0
coinextoken,status,0.0
republic-protocol,status,0.0
syscoin,status,0.0
numeraire,status,0.0
nano,status,0.0
ethos,status,0.0
function-x,status,0.0
medibloc,status,0.0
dent,status,0.0
celer-network,status,0.0
ergo,status,0.0
mass-vehicle-ledger,status,0.0
aragon,status,0.0
ontology-gas,status,0.0
orbs,status,0.0
humanscape,status,0.0
ardor,status,0.0
steem,status,0.0
civic,status,0.0
mir,status,0.0
everipedia,status,0.0
zeon,status,0.0
vethor-token,status,0.0
ceek-vr,status,0.0
power-ledger,status,0.0
stratis,status,0.0
abbc-foundation,status,0.0
request-network,status,0.0
xyo-network,status,0.0
rsk,status,0.0
metal,status,0.0
covalent,status,0.0
gxchain,status,0.0
bancor,status,0.0
funfair,status,0.0
quarkchain,status,0.0
morpheus-network,status,0.0
nkn,status,0.0
kyber-network,status,0.0
storm,status,0.0
veritaseum,status,0.0
maidsafecoin,status,0.0
augur,status,0.0
selfkey,status,0.0
hxro,status,0.0
ark,status,0.0
mxc,status,0.0
monaco,status,0.0
irisnet,status,0.0
whitecoin,status,0.0
aergo,status,0.0
bytom,status,0.0
storj,status,0.0
meta,status,0.0
moviebloc,status,0.0
wanchain,status,0.0
mainframe,status,0.0
dero,status,0.0
cortex,status,0.0
telos-blockchain-network,status,0.0
verge,status,0.0
utrust,status,0.0
uquid-coin,status,0.0
revain,status,0.0
thundercore,status,0.0
loom-network,status,0.0
lto-network,status,0.0
gas,status,0.0
electroneum,status,0.0
hyperion,status,0.0
measurable-data-token,status,0.0
ethlend,status,0.0
lition,status,0.0
mossland,status,0.0
gifto,status,0.0
stox,status,0.0
chronobank,status,0.0
sonm,status,0.0
bitmax-token,status,0.0
travala,status,0.0
komodo,status,0.0
steem-dollars,status,0.0
melon,status,0.0
bluzelle,status,0.0
groestlcoin,status,0.0
tomochain,status,0.0
bitcoin-diamond,status,0.0
monacoin,status,0.0
bitshares,status,0.0
tpt,status,0.0
refereum,status,0.0
v-id,status,0.0
aeternity,status,0.0
streamr-datacoin,status,0.0
pivx,status,0.0
neblio,status,0.0
bitcoin,celer-network,0.0
ethereum,celer-network,0.0
tether,celer-network,0.0
binance-coin,celer-network,0.0
usd-coin,celer-network,0.0
ripple,celer-network,0.0
okb,celer-network,0.0
cardano,celer-network,0.0
dogecoin,celer-network,0.0
matic-network,celer-network,0.0
litecoin,celer-network,0.0
tron,celer-network,0.0
wrapped-bitcoin,celer-network,0.0
dai,celer-network,0.0
phx,celer-network,0.0
cosmos,celer-network,0.0
chainlink,celer-network,0.0
unus-sed-leo,celer-network,0.0
ethereum-classic,celer-network,0.0
monero,celer-network,0.0
bitcoin-cash,celer-network,0.0
stellar,celer-network,0.0
qnt,celer-network,0.0
cro,celer-network,0.0
vet,celer-network,0.0
dfn,celer-network,0.0
eos,celer-network,0.0
decentraland,celer-network,0.0
fantom,celer-network,0.0
tezos,celer-network,0.0
theta-token,celer-network,0.0
blockstack,celer-network,0.0
maker,celer-network,0.0
neo,celer-network,0.0
kucoin-shares,celer-network,0.0
huobi-token,celer-network,0.0
havven,celer-network,0.0
trueusd,celer-network,0.0
bitcoin-cash-sv,celer-network,0.0
dash,celer-network,0.0
gatechain,celer-network,0.0
gusd,celer-network,0.0
moonx,celer-network,0.0
cotrader,celer-network,0.0
zcash,celer-network,0.0
enjin-coin,celer-network,0.0
zilliqa,celer-network,0.0
loopring,celer-network,0.0
xinfin-network,celer-network,0.0
basic-attention-token,celer-network,0.0
nem,celer-network,0.0
nexo,celer-network,0.0
holo,celer-network,0.0
decred,celer-network,0.0
thetafuel,celer-network,0.0
qtum,celer-network,0.0
ravencoin,celer-network,0.0
bitcoin-gold,celer-network,0.0
fetch-ai,celer-network,0.8505574268201902
ankr-network,celer-network,0.0
blox,celer-network,0.0
gnosis-gno,celer-network,0.0
iostoken,celer-network,0.0
golem-network-tokens,celer-network,0.0
iotex,celer-network,0.0
waves,celer-network,0.0
eur-tether,celer-network,0.0
omisego,celer-network,0.0
0x,celer-network,0.0
icon,celer-network,0.0
siacoin,celer-network,0.0
zelcash,celer-network,0.0
ontology,celer-network,0.0
swissborg,celer-network,0.0
mxtoken,celer-network,0.0
reserve-protocol,celer-network,0.0
bora-ecosystem,celer-network,0.0
telcoin,celer-network,0.0
ocean-protocol,celer-network,0.0
celsius,celer-network,0.0
polymath-network,celer-network,0.0
wax,celer-network,0.0
digibyte,celer-network,0.0
livepeer,celer-network,0.0
lisk,celer-network,0.0
rif,celer-network,0.0
zencash,celer-network,0.0
aelf,celer-network,0.0
stasis-eurs,celer-network,0.0
rlc,celer-network,0.0
constellation,celer-network,0.0
origintrail,celer-network,0.0
coinextoken,celer-network,0.0
republic-protocol,celer-network,0.0
syscoin,celer-network,0.0
numeraire,celer-network,0.0
nano,celer-network,0.0
ethos,celer-network,0.0
function-x,celer-network,0.0
medibloc,celer-network,0.0
dent,celer-network,0.0
status,celer-network,0.0
ergo,celer-network,0.0
mass-vehicle-ledger,celer-network,0.0
aragon,celer-network,0.0
ontology-gas,celer-network,0.0
orbs,celer-network,0.0
humanscape,celer-network,0.0
ardor,celer-network,0.0
steem,celer-network,0.0
civic,celer-network,0.0
mir,celer-network,0.0
everipedia,celer-network,0.0
zeon,celer-network,0.0
vethor-token,celer-network,0.0
ceek-vr,celer-network,0.0
power-ledger,celer-network,0.0
stratis,celer-network,0.0
abbc-foundation,celer-network,0.0
request-network,celer-network,0.0
xyo-network,celer-network,0.0
rsk,celer-network,0.0
metal,celer-network,0.0
covalent,celer-network,0.0
gxchain,celer-network,0.0
bancor,celer-network,0.0
funfair,celer-network,0.0
quarkchain,celer-network,0.0
morpheus-network,celer-network,0.0
nkn,celer-network,0.0
kyber-network,celer-network,0.0
storm,celer-network,0.0
veritaseum,celer-network,0.0
maidsafecoin,celer-network,0.0
augur,celer-network,0.0
selfkey,celer-network,0.0
hxro,celer-network,0.0
ark,celer-network,0.0
mxc,celer-network,0.0
monaco,celer-network,0.0
irisnet,celer-network,0.0
whitecoin,celer-network,0.0
aergo,celer-network,0.0
bytom,celer-network,0.0
storj,celer-network,0.0
meta,celer-network,0.0
moviebloc,celer-network,0.0
wanchain,celer-network,0.0
mainframe,celer-network,0.0
dero,celer-network,0.0
cortex,celer-network,0.0
telos-blockchain-network,celer-network,0.0
verge,celer-network,0.0
utrust,celer-network,0.0
uquid-coin,celer-network,0.0
revain,celer-network,0.0
thundercore,celer-network,0.0
loom-network,celer-network,0.0
lto-network,celer-network,0.0
gas,celer-network,0.0
electroneum,celer-network,0.0
hyperion,celer-network,0.0
measurable-data-token,celer-network,0.0
ethlend,celer-network,0.0
lition,celer-network,0.0
mossland,celer-network,0.0
gifto,celer-network,0.0
stox,celer-network,0.0
chronobank,celer-network,0.0
sonm,celer-network,0.0
bitmax-token,celer-network,0.0
travala,celer-network,0.0
komodo,celer-network,0.0
steem-dollars,celer-network,0.0
melon,celer-network,0.0
bluzelle,celer-network,0.0
groestlcoin,celer-network,0.0
tomochain,celer-network,0.0
bitcoin-diamond,celer-network,0.0
monacoin,celer-network,0.0
bitshares,celer-network,0.0
tpt,celer-network,0.0
refereum,celer-network,0.0
v-id,celer-network,0.0
aeternity,celer-network,0.0
streamr-datacoin,celer-network,0.0
pivx,celer-network,0.0
neblio,celer-network,0.0
bitcoin,ergo,0.0
ethereum,ergo,0.0
tether,ergo,0.0
binance-coin,ergo,0.0
usd-coin,ergo,0.0
ripple,ergo,0.0
okb,ergo,0.0
cardano,ergo,0.0
dogecoin,ergo,0.0
matic-network,ergo,0.0
litecoin,ergo,0.0
tron,ergo,0.0
wrapped-bitcoin,ergo,0.0
dai,ergo,0.0
phx,ergo,0.0
cosmos,ergo,0.0
chainlink,ergo,0.0
unus-sed-leo,ergo,0.0
ethereum-classic,ergo,0.0
monero,ergo,0.0
bitcoin-cash,ergo,0.0
stellar,ergo,0.0
qnt,ergo,0.0
cro,ergo,0.0
vet,ergo,0.0
dfn,ergo,0.0
eos,ergo,0.0
decentraland,ergo,0.0
fantom,ergo,0.0
tezos,ergo,0.0
theta-token,ergo,0.0
blockstack,ergo,0.0
maker,ergo,0.0
neo,ergo,0.0
kucoin-shares,ergo,0.0
huobi-token,ergo,0.0
havven,ergo,0.0
trueusd,ergo,0.0
bitcoin-cash-sv,ergo,0.0
dash,ergo,0.0
gatechain,ergo,0.0
gusd,ergo,0.0
moonx,ergo,0.0
cotrader,ergo,0.0
zcash,ergo,0.0
enjin-coin,ergo,0.0
zilliqa,ergo,0.0
loopring,ergo,0.0
xinfin-network,ergo,0.0
basic-attention-token,ergo,0.0
nem,ergo,0.0
nexo,ergo,0.0
holo,ergo,0.0
decred,ergo,0.0
thetafuel,ergo,0.0
qtum,ergo,0.0
ravencoin,ergo,0.0
bitcoin-gold,ergo,0.0
fetch-ai,ergo,0.0
ankr-network,ergo,0.0
blox,ergo,0.0
gnosis-gno,ergo,0.0
iostoken,ergo,0.0
golem-network-tokens,ergo,0.0
iotex,ergo,0.0
waves,ergo,0.0
eur-tether,ergo,0.0
omisego,ergo,0.0
0x,ergo,0.0
icon,ergo,0.0
siacoin,ergo,0.0
zelcash,ergo,0.0
ontology,ergo,0.0
swissborg,ergo,0.0
mxtoken,ergo,0.0
reserve-protocol,ergo,0.0
bora-ecosystem,ergo,0.0
telcoin,ergo,0.0
ocean-protocol,ergo,0.0
celsius,ergo,0.0
polymath-network,ergo,0.0
wax,ergo,0.0
digibyte,ergo,0.0
livepeer,ergo,0.0
lisk,ergo,0.0
rif,ergo,0.0
zencash,ergo,0.0
aelf,ergo,0.0
stasis-eurs,ergo,0.0
rlc,ergo,0.0
constellation,ergo,0.0
origintrail,ergo,0.0
coinextoken,ergo,0.0
republic-protocol,ergo,0.0
syscoin,ergo,0.0
numeraire,ergo,0.0
nano,ergo,0.0
ethos,ergo,0.0
function-x,ergo,0.0
medibloc,ergo,0.0
dent,ergo,0.0
status,ergo,0.0
celer-network,ergo,0.0
mass-vehicle-ledger,ergo,0.0
aragon,ergo,0.0
ontology-gas,ergo,0.0
orbs,ergo,0.0
humanscape,ergo,0.0
ardor,ergo,0.0
steem,ergo,0.0
civic,ergo,0.0
mir,ergo,0.0
everipedia,ergo,0.0
zeon,ergo,0.0
vethor-token,ergo,0.0
ceek-vr,ergo,0.0
power-ledger,ergo,0.0
stratis,ergo,0.0
abbc-foundation,ergo,0.0
request-network,ergo,0.0
xyo-network,ergo,0.0
rsk,ergo,0.0
metal,ergo,0.0
covalent,ergo,0.0
gxchain,ergo,0.0
bancor,ergo,0.0
funfair,ergo,0.0
quarkchain,ergo,0.0
morpheus-network,ergo,0.0
nkn,ergo,0.0
kyber-network,ergo,0.0
storm,ergo,0.0
veritaseum,ergo,0.0
maidsafecoin,ergo,0.0
augur,ergo,0.0
selfkey,ergo,0.0
hxro,ergo,0.0
ark,ergo,0.0
mxc,ergo,0.0
monaco,ergo,0.0
irisnet,ergo,0.0
whitecoin,ergo,0.0
aergo,ergo,0.0
bytom,ergo,0.0
storj,ergo,0.0
meta,ergo,0.0
moviebloc,ergo,0.0
wanchain,ergo,0.0
mainframe,ergo,0.0
dero,ergo,0.0
cortex,ergo,0.0
telos-blockchain-network,ergo,0.0
verge,ergo,0.0
utrust,ergo,0.0
uquid-coin,ergo,0.0
revain,ergo,0.0
thundercore,ergo,0.0
loom-network,ergo,0.0
lto-network,ergo,0.0
gas,ergo,0.0
electroneum,ergo,0.0
hyperion,ergo,0.0
measurable-data-token,ergo,0.0
ethlend,ergo,0.0
lition,ergo,0.0
mossland,ergo,0.0
gifto,ergo,0.0
stox,ergo,0.0
chronobank,ergo,0.0
sonm,ergo,0.0
bitmax-token,ergo,0.0
travala,ergo,0.0
komodo,ergo,0.0
steem-dollars,ergo,0.0
melon,ergo,0.0
bluzelle,ergo,0.0
groestlcoin,ergo,0.0
tomochain,ergo,0.0
bitcoin-diamond,ergo,0.0
monacoin,ergo,0.0
bitshares,ergo,0.0
tpt,ergo,0.0
refereum,ergo,0.0
v-id,ergo,0.0
aeternity,ergo,0.0
streamr-datacoin,ergo,0.0
pivx,ergo,0.0
neblio,ergo,0.0
bitcoin,mass-vehicle-ledger,0.0
ethereum,mass-vehicle-ledger,0.0
tether,mass-vehicle-ledger,0.0
binance-coin,mass-vehicle-ledger,0.0
usd-coin,mass-vehicle-ledger,0.0
ripple,mass-vehicle-ledger,0.0
okb,mass-vehicle-ledger,0.0
cardano,mass-vehicle-ledger,0.0
dogecoin,mass-vehicle-ledger,0.0
matic-network,mass-vehicle-ledger,0.0
litecoin,mass-vehicle-ledger,0.0
tron,mass-vehicle-ledger,0.0
wrapped-bitcoin,mass-vehicle-ledger,0.0
dai,mass-vehicle-ledger,0.0
phx,mass-vehicle-ledger,0.0
cosmos,mass-vehicle-ledger,0.0
chainlink,mass-vehicle-ledger,0.0
unus-sed-leo,mass-vehicle-ledger,0.0
ethereum-classic,mass-vehicle-ledger,0.0
monero,mass-vehicle-ledger,0.0
bitcoin-cash,mass-vehicle-ledger,0.0
stellar,mass-vehicle-ledger,0.0
qnt,mass-vehicle-ledger,0.0
cro,mass-vehicle-ledger,0.0
vet,mass-vehicle-ledger,0.0
dfn,mass-vehicle-ledger,0.0
eos,mass-vehicle-ledger,0.0
decentraland,mass-vehicle-ledger,0.0
fantom,mass-vehicle-ledger,0.0
tezos,mass-vehicle-ledger,0.0
theta-token,mass-vehicle-ledger,0.0
blockstack,mass-vehicle-ledger,0.0
maker,mass-vehicle-ledger,0.0
neo,mass-vehicle-ledger,0.0
kucoin-shares,mass-vehicle-ledger,0.0
huobi-token,mass-vehicle-ledger,0.0
havven,mass-vehicle-ledger,0.0
trueusd,mass-vehicle-ledger,0.0
bitcoin-cash-sv,mass-vehicle-ledger,0.0
dash,mass-vehicle-ledger,0.0
gatechain,mass-vehicle-ledger,0.0
gusd,mass-vehicle-ledger,0.0
moonx,mass-vehicle-ledger,0.0
cotrader,mass-vehicle-ledger,0.0
zcash,mass-vehicle-ledger,0.0
enjin-coin,mass-vehicle-ledger,0.0
zilliqa,mass-vehicle-ledger,0.0
loopring,mass-vehicle-ledger,0.0
xinfin-network,mass-vehicle-ledger,0.0
basic-attention-token,mass-vehicle-ledger,0.0
nem,mass-vehicle-ledger,0.0
nexo,mass-vehicle-ledger,0.0
holo,mass-vehicle-ledger,0.0
decred,mass-vehicle-ledger,0.0
thetafuel,mass-vehicle-ledger,0.0
qtum,mass-vehicle-ledger,0.0
ravencoin,mass-vehicle-ledger,0.0
bitcoin-gold,mass-vehicle-ledger,0.0
fetch-ai,mass-vehicle-ledger,0.0
ankr-network,mass-vehicle-ledger,0.0
blox,mass-vehicle-ledger,0.0
gnosis-gno,mass-vehicle-ledger,0.0
iostoken,mass-vehicle-ledger,0.0
golem-network-tokens,mass-vehicle-ledger,0.0
iotex,mass-vehicle-ledger,0.0
waves,mass-vehicle-ledger,0.0
eur-tether,mass-vehicle-ledger,0.0
omisego,mass-vehicle-ledger,0.0
0x,mass-vehicle-ledger,0.0
icon,mass-vehicle-ledger,0.0
siacoin,mass-vehicle-ledger,0.0
zelcash,mass-vehicle-ledger,0.0
ontology,mass-vehicle-ledger,0.0
swissborg,mass-vehicle-ledger,0.0
mxtoken,mass-vehicle-ledger,0.0
reserve-protocol,mass-vehicle-ledger,0.0
bora-ecosystem,mass-vehicle-ledger,0.0
telcoin,mass-vehicle-ledger,0.0
ocean-protocol,mass-vehicle-ledger,0.0
celsius,mass-vehicle-ledger,0.0
polymath-network,mass-vehicle-ledger,0.0
wax,mass-vehicle-ledger,0.0
digibyte,mass-vehicle-ledger,0.0
livepeer,mass-vehicle-ledger,0.0
lisk,mass-vehicle-ledger,0.0
rif,mass-vehicle-ledger,0.0
zencash,mass-vehicle-ledger,0.0
aelf,mass-vehicle-ledger,0.0
stasis-eurs,mass-vehicle-ledger,0.0
rlc,mass-vehicle-ledger,0.0
constellation,mass-vehicle-ledger,0.0
origintrail,mass-vehicle-ledger,0.0
coinextoken,mass-vehicle-ledger,0.0
republic-protocol,mass-vehicle-ledger,0.0
syscoin,mass-vehicle-ledger,0.0
numeraire,mass-vehicle-ledger,0.0
nano,mass-vehicle-ledger,0.0
ethos,mass-vehicle-ledger,0.0
function-x,mass-vehicle-ledger,0.0
medibloc,mass-vehicle-ledger,0.0
dent,mass-vehicle-ledger,0.0
status,mass-vehicle-ledger,0.0
celer-network,mass-vehicle-ledger,0.0
ergo,mass-vehicle-ledger,0.0
aragon,mass-vehicle-ledger,0.0
ontology-gas,mass-vehicle-ledger,0.0
orbs,mass-vehicle-ledger,0.0
humanscape,mass-vehicle-ledger,0.0
ardor,mass-vehicle-ledger,0.0
steem,mass-vehicle-ledger,0.0
civic,mass-vehicle-ledger,0.0
mir,mass-vehicle-ledger,0.0
everipedia,mass-vehicle-ledger,0.0
zeon,mass-vehicle-ledger,0.0
vethor-token,mass-vehicle-ledger,0.0
ceek-vr,mass-vehicle-ledger,0.0
power-ledger,mass-vehicle-ledger,0.0
stratis,mass-vehicle-ledger,0.0
abbc-foundation,mass-vehicle-ledger,0.0
request-network,mass-vehicle-ledger,0.0
xyo-network,mass-vehicle-ledger,0.0
rsk,mass-vehicle-ledger,0.0
metal,mass-vehicle-ledger,0.0
covalent,mass-vehicle-ledger,0.0
gxchain,mass-vehicle-ledger,0.0
bancor,mass-vehicle-ledger,0.0
funfair,mass-vehicle-ledger,0.0
quarkchain,mass-vehicle-ledger,0.0
morpheus-network,mass-vehicle-ledger,0.0
nkn,mass-vehicle-ledger,0.0
kyber-network,mass-vehicle-ledger,0.0
storm,mass-vehicle-ledger,0.0
veritaseum,mass-vehicle-ledger,0.0
maidsafecoin,mass-vehicle-ledger,0.0
augur,mass-vehicle-ledger,0.0
selfkey,mass-vehicle-ledger,0.0
hxro,mass-vehicle-ledger,0.0
ark,mass-vehicle-ledger,0.0
mxc,mass-vehicle-ledger,0.0
monaco,mass-vehicle-ledger,0.0
irisnet,mass-vehicle-ledger,0.0
whitecoin,mass-vehicle-ledger,0.0
aergo,mass-vehicle-ledger,0.0
bytom,mass-vehicle-ledger,0.0
storj,mass-vehicle-ledger,0.0
meta,mass-vehicle-ledger,0.0
moviebloc,mass-vehicle-ledger,0.0
wanchain,mass-vehicle-ledger,0.0
mainframe,mass-vehicle-ledger,0.0
dero,mass-vehicle-ledger,0.0
cortex,mass-vehicle-ledger,0.0
telos-blockchain-network,mass-vehicle-ledger,0.0
verge,mass-vehicle-ledger,0.0
utrust,mass-vehicle-ledger,0.0
uquid-coin,mass-vehicle-ledger,0.0
revain,mass-vehicle-ledger,0.0
thundercore,mass-vehicle-ledger,0.0
loom-network,mass-vehicle-ledger,0.0
lto-network,mass-vehicle-ledger,0.0
gas,mass-vehicle-ledger,0.0
electroneum,mass-vehicle-ledger,0.0
hyperion,mass-vehicle-ledger,0.0
measurable-data-token,mass-vehicle-ledger,0.0
ethlend,mass-vehicle-ledger,0.0
lition,mass-vehicle-ledger,0.0
mossland,mass-vehicle-ledger,0.0
gifto,mass-vehicle-ledger,0.0
stox,mass-vehicle-ledger,0.0
chronobank,mass-vehicle-ledger,0.0
sonm,mass-vehicle-ledger,0.0
bitmax-token,mass-vehicle-ledger,0.0
travala,mass-vehicle-ledger,0.0
komodo,mass-vehicle-ledger,0.0
steem-dollars,mass-vehicle-ledger,0.0
melon,mass-vehicle-ledger,0.0
bluzelle,mass-vehicle-ledger,0.0
groestlcoin,mass-vehicle-ledger,0.0
tomochain,mass-vehicle-ledger,0.0
bitcoin-diamond,mass-vehicle-ledger,0.0
monacoin,mass-vehicle-ledger,0.0
bitshares,mass-vehicle-ledger,0.0
tpt,mass-vehicle-ledger,0.0
refereum,mass-vehicle-ledger,0.0
v-id,mass-vehicle-ledger,0.0
aeternity,mass-vehicle-ledger,0.0
streamr-datacoin,mass-vehicle-ledger,0.0
pivx,mass-vehicle-ledger,0.0
neblio,mass-vehicle-ledger,0.0
bitcoin,aragon,0.0
ethereum,aragon,0.0
tether,aragon,0.0
binance-coin,aragon,0.0
usd-coin,aragon,0.0
ripple,aragon,0.0
okb,aragon,0.0
cardano,aragon,0.0
dogecoin,aragon,0.0
matic-network,aragon,0.0
litecoin,aragon,0.0
tron,aragon,0.0
wrapped-bitcoin,aragon,0.0
dai,aragon,0.0
phx,aragon,0.0
cosmos,aragon,0.0
chainlink,aragon,0.0
unus-sed-leo,aragon,0.0
ethereum-classic,aragon,0.0
monero,aragon,0.0
bitcoin-cash,aragon,0.0
stellar,aragon,0.0
qnt,aragon,0.0
cro,aragon,0.0
vet,aragon,0.0
dfn,aragon,0.0
eos,aragon,0.0
decentraland,aragon,0.0
fantom,aragon,0.0
tezos,aragon,0.0
theta-token,aragon,0.0
blockstack,aragon,0.0
maker,aragon,0.0
neo,aragon,0.0
kucoin-shares,aragon,0.0
huobi-token,aragon,0.0
havven,aragon,0.0
trueusd,aragon,0.0
bitcoin-cash-sv,aragon,0.0
dash,aragon,0.0
gatechain,aragon,0.0
gusd,aragon,0.0
moonx,aragon,0.0
cotrader,aragon,0.0
zcash,aragon,0.0
enjin-coin,aragon,0.0
zilliqa,aragon,0.0
loopring,aragon,0.0
xinfin-network,aragon,0.0
basic-attention-token,aragon,0.0
nem,aragon,0.0
nexo,aragon,0.0
holo,aragon,0.0
decred,aragon,0.0
thetafuel,aragon,0.0
qtum,aragon,0.0
ravencoin,aragon,0.0
bitcoin-gold,aragon,0.0
fetch-ai,aragon,0.0
ankr-network,aragon,0.0
blox,aragon,0.0
gnosis-gno,aragon,0.0
iostoken,aragon,0.0
golem-network-tokens,aragon,0.0
iotex,aragon,0.0
waves,aragon,0.0
eur-tether,aragon,0.0
omisego,aragon,0.0
0x,aragon,0.0
icon,aragon,0.0
siacoin,aragon,0.0
zelcash,aragon,0.0
ontology,aragon,0.0
swissborg,aragon,0.0
mxtoken,aragon,0.0
reserve-protocol,aragon,0.0
bora-ecosystem,aragon,0.0
telcoin,aragon,0.0
ocean-protocol,aragon,0.0
celsius,aragon,0.0
polymath-network,aragon,0.0
wax,aragon,0.0
digibyte,aragon,0.0
livepeer,aragon,0.0
lisk,aragon,0.0
rif,aragon,0.0
zencash,aragon,0.0
aelf,aragon,0.0
stasis-eurs,aragon,0.0
rlc,aragon,0.0
constellation,aragon,0.0
origintrail,aragon,0.0
coinextoken,aragon,0.0
republic-protocol,aragon,0.0
syscoin,aragon,0.0
numeraire,aragon,0.0
nano,aragon,0.0
ethos,aragon,0.0
function-x,aragon,0.0
medibloc,aragon,0.0
dent,aragon,0.0
status,aragon,0.0
celer-network,aragon,0.0
ergo,aragon,0.0
mass-vehicle-ledger,aragon,0.0
ontology-gas,aragon,0.0
orbs,aragon,0.0
humanscape,aragon,0.0
ardor,aragon,0.0
steem,aragon,0.0
civic,aragon,0.0
mir,aragon,0.0
everipedia,aragon,0.0
zeon,aragon,0.0
vethor-token,aragon,0.0
ceek-vr,aragon,0.0
power-ledger,aragon,0.0
stratis,aragon,0.0
abbc-foundation,aragon,0.0
request-network,aragon,0.0
xyo-network,aragon,0.0
